Product code,Language,Vendor,Product id,Product URL,Product name,Image URL,Quantity,Price,Category,Description
"EIC1433","en","East India Cases","57","http://www.threadcrafts.in/accessories/mobile-cases-covers/ironman-pro-sgj7/","IronMan - Galaxy J7","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/GJ7-BK3IN-1433.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC5026","en","East India Cases","58","http://www.threadcrafts.in/accessories/mobile-cases-covers/chinese-roses-pro-sgj7/","Chinese Rose - Galaxy J7","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/GJ7-EIC3IN-5026.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC628-GS","en","East India Cases","59","http://www.threadcrafts.in/accessories/mobile-cases-covers/the-bat-is-here-pro-sgs6/","The Bat Is Here - Galaxy S6","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/S6-BK3IN-628.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC4501","en","East India Cases","60","http://www.threadcrafts.in/accessories/mobile-cases-covers/manchester-united-pro-sgs6/","Manchester United - Galaxy S6","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/S6-EIC3IN-4501.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC3601","en","East India Cases","61","http://www.threadcrafts.in/accessories/mobile-cases-covers/man-im-pretty-pro-sgs6e/","Man I'm Pretty - Galaxy S6 Edge","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/S6E-EIC3IN-3601.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC3026","en","East India Cases","62","http://www.threadcrafts.in/accessories/mobile-cases-covers/batman-portrait-pro-la7000/","Batman Portrait - Lenovo A7000 / K3 Note","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/LA7000-EIC3IN-3026.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC5006","en","East India Cases","63","http://www.threadcrafts.in/accessories/mobile-cases-covers/cut-n-paste-collage-pro-sxc3/","Cut n Paste Collage - Xperia C3","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/XC3-EIC3IN-5006.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC3012","en","East India Cases","64","http://www.threadcrafts.in/accessories/mobile-cases-covers/back-in-a-flash-pro-h6/","Back in a Flash - Honor 6","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/H6-EIC3IN-3012.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC433","en","East India Cases","65","http://www.threadcrafts.in/accessories/mobile-cases-covers/arc-reactor-blue-print-pro-op1/","Arc Reactor Blue Print - OnePlus One","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/OPO-BK3IN-453.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC3001","en","East India Cases","66","http://www.threadcrafts.in/accessories/mobile-cases-covers/the-bat-face-pro-op1/","The Bat Face - OnePlus One","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/OPO-EIC3IN-3001.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC3005","en","East India Cases","67","http://www.threadcrafts.in/accessories/mobile-cases-covers/big-eyed-iron-man-pro-op1/","Big Eyed Iron Man - OnePlus One","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/OPO-EIC3IN-3005.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC628-D8","en","East India Cases","68","http://www.threadcrafts.in/accessories/mobile-cases-covers/the-bat-is-here-pro-d820/","The Bat Is Here - Desire 820","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/D820-BK3IN-628.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC1425-D8","en","East India Cases","69","http://www.threadcrafts.in/accessories/mobile-cases-covers/american-patriotism-pro-d820/","American Patriotism - Desire 820","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/D820-BK3IN-1425.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC873","en","East India Cases","70","http://www.threadcrafts.in/accessories/mobile-cases-covers/mischief-managed-pro-d826/","Mischief Managed - Desire 826","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/D826-BK3IN-873.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC672","en","East India Cases","71","http://www.threadcrafts.in/accessories/mobile-cases-covers/the-lorax-pro-xmi3/","The Lorax - Xiaomi Mi 3","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/MI3-BK3IN-672.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC3027","en","East India Cases","72","http://www.threadcrafts.in/accessories/mobile-cases-covers/superman-portrait-pro-xmi4i/","Superman Portrait - Xiaomi Mi 4i","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/MI4I-EIC3IN-3027.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC5009","en","East India Cases","73","http://www.threadcrafts.in/accessories/mobile-cases-covers/morocco-cities-pro-lgg4/","Morocco Cities - LG G4","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/G4-EIC3IN-5009.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC1438","en","East India Cases","74","http://www.threadcrafts.in/accessories/mobile-cases-covers/superman-man-of-steel-pro-n5/","Superman Man of Steel - Nexus 5","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/N5-BK3IN-1438.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC5008","en","East India Cases","75","http://www.threadcrafts.in/accessories/mobile-cases-covers/adventure-awaits-pro-n5/","Adventure Awaits - Nexus 5","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/N5-EIC3IN-5008.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC5036","en","East India Cases","76","http://www.threadcrafts.in/accessories/mobile-cases-covers/cyan-anchor-pro-n5/","Cyan Anchor - Nexus 5","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/N5-EIC3IN-5036.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC1425-N5X","en","East India Cases","77","http://www.threadcrafts.in/accessories/mobile-cases-covers/american-patriotism-pro-n5x/","American Patriotism - Nexus 5X","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/N5X-BK3IN-1425.jpg","2","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC4003","en","East India Cases","78","http://www.threadcrafts.in/accessories/mobile-cases-covers/got-talk-to-the-hand-pro-n6p/","Talk To The Hand - Nexus 6P","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/N6P-EIC3IN-4003.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC4501","en","East India Cases","79","http://www.threadcrafts.in/accessories/mobile-cases-covers/manchester-united-pro-me2/","Manchester United - Moto E (2nd Gen.)","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/ME2-EIC3IN-4501.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC1425-HOMP","en","East India Cases","80","http://www.threadcrafts.in/accessories/mobile-cases-covers/american-patriotism-pro-om9p/","American Patriotism - HTC One M9 Plus","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/M9P-BK3IN-1425.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC1421","en","East India Cases","81","http://www.threadcrafts.in/accessories/mobile-cases-covers/captain-america-hydra-fusion-pro-om9p/","Captain America Hydra Fusion - HTC One M9 Plus","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/M9P-BK3IN-1421.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC618","en","East India Cases","82","http://www.threadcrafts.in/accessories/mobile-cases-covers/herry-muppet-pro-az2/","Herry Muppet - Asus ZenFone 2","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/AZ2-BK3IN-618.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC625","en","East India Cases","83","http://www.threadcrafts.in/accessories/mobile-cases-covers/cheerful-lion-pro-az2/","Cheerful Lion - Asus ZenFone 2","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/AZ2-BK3IN-625.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC625","en","East India Cases","84","http://www.threadcrafts.in/accessories/mobile-cases-covers/the-bat-is-here-pro-az5/","The Bat Is Here - Asus ZenFone 5","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/AZ5-BK3IN-628.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
"EIC1425-MU2","en","East India Cases","85","http://www.threadcrafts.in/accessories/mobile-cases-covers/american-patriotism-pro-mxu2/","American Patriotism - Micromax Unite 2","http://www.threadcrafts.in/images/thumbnails/280/280/detailed/2/MU2-BK3IN-1425.jpg","1","449.00","Accessories///Mobile cases/covers","<p><span>At East India Cases our products are crafted with utmost attention to quality and finishing. We believe in 100% satisfaction and perfection. With an aim to provide our customers with best designs at amazing prices you can always find just what you need Right Here!</span></p><p><strong><em>MPro</em> Variant </strong>- Molded with premium Polycarbonates these cases sport a Matte Finish that make them look """"SOOOOO VOGUE!""""</p><p>So what are you waiting for? Grab the designs that describe you best!</p>"
